Date,Symbol,Open,Close,High,Low,Volume
2006-12-28,SPY,114.035116773105,113.874968745518,114.267329291113,113.698801671185,37288800.0
2006-12-29,SPY,113.754848716366,113.402515368453,114.139205744229,113.250370858598,45461200.0
2007-01-03,SPY,113.906993226221,113.202327331149,114.395452837996,112.561735220801,94807600.0
2007-01-04,SPY,113.090222831011,113.442555378171,113.746845198634,112.593760502256,69620600.0
2007-01-05,SPY,113.170302850445,112.537701445794,113.226349094873,112.409590710945,76645300.0
2007-01-08,SPY,112.761923258105,113.058197549555,113.234364623887,112.305488927786,71655000.0
2007-01-09,SPY,113.154284604452,112.962111295409,113.386509133743,112.425596945656,75680100.0
2007-01-10,SPY,112.569738738532,113.338453595012,113.362487370018,112.345528937503,72428000.0
2007-01-11,SPY,113.37049088775,113.8349287358,114.203267517671,113.306429114308,54476800.0
2007-01-12,SPY,113.826913206787,114.699741857708,114.699741857708,113.794888726083,55370600.0
2007-01-16,SPY,114.563615593845,114.475532857431,114.859889885295,114.291351054837,44871300.0
2007-01-17,SPY,114.387449320265,114.523575584128,114.87590893204,114.291351054837,50241400.0
2007-01-18,SPY,114.643683601997,114.139205744229,114.71574889317,113.95503675367,68177300.0
2007-01-19,SPY,114.139205744229,114.36342755654,114.587637357569,114.075156782822,56973000.0
2007-01-22,SPY,114.563615593845,114.01109500938,114.587637357569,113.650746933207,60253600.0
2007-01-23,SPY,113.914996743953,114.347409310547,114.571619111576,113.754848716366,54064400.0
2007-01-24,SPY,114.48353557441,115.268269477635,115.292291241359,114.435492847714,55834700.0
2007-01-25,SPY,115.196204987214,113.914996743953,115.244247713911,113.714808706648,73583800.0
2007-01-26,SPY,114.163239519236,113.810906972076,114.227289281395,113.37049088775,67255600.0
2007-01-29,SPY,113.858949698773,113.746845198634,114.347409310547,113.498613633881,66114600.0
2007-01-30,SPY,113.987073245656,114.339393781534,114.395452837996,113.754848716366,70407600.0
2007-01-31,SPY,114.211283046685,115.108121450048,115.412411270511,114.027101244091,91868600.0
2007-02-01,SPY,115.428417505222,115.796769099127,115.836809108845,115.236244996931,69312400.0
2007-02-02,SPY,115.892855353273,115.956917126714,116.069021626853,115.612599307816,49607000.0
2007-02-05,SPY,115.868833589548,115.9889536187,116.061018109121,115.580562015078,45705300.0
2007-02-06,SPY,116.085039872846,116.020978099404,116.133083400294,115.572559298098,57081300.0
2007-02-07,SPY,116.205147890715,116.277225193171,116.397333211041,115.764743817671,55669700.0
2007-02-08,SPY,115.93289536299,116.125079882563,116.205147890715,115.52451577065,70641000.0
2007-02-09,SPY,116.157105164019,115.260265959904,116.373311447316,114.819849875577,79084400.0
2007-02-12,SPY,115.260265959904,114.867893403026,115.340333968056,114.65970184799,65657000.0
2007-02-13,SPY,115.124139696041,115.836809108845,116.028981617135,115.116124967779,64081800.0
2007-02-14,SPY,115.948913608983,116.597521248345,116.829733766353,115.93289536299,66039400.0
2007-02-15,SPY,116.645563975042,116.749665758201,116.86977377607,116.453379455469,38715200.0
2007-02-16,SPY,116.46139418373,116.69360750249,116.717629266215,116.293231427882,39841800.0
2007-02-20,SPY,116.557481238628,116.941838266491,117.069961813375,116.10906163657,56911800.0
2007-02-21,SPY,116.597521248345,116.893795539795,116.965872041498,116.389329693309,63971600.0
2007-02-22,SPY,116.949853795505,116.805712002629,117.246128086955,116.245187900433,79067400.0
2007-02-23,SPY,116.701622230752,116.349289683592,116.741650229187,116.133083400294,71966200.0
2007-02-26,SPY,116.773687521925,116.245187900433,116.86977377607,115.908873599266,69192800.0
2007-02-27,SPY,115.212223233207,111.704924815873,115.468457514939,111.304548741264,274466500.0
2007-02-28,SPY,112.417593427924,112.849994783989,113.690786942924,111.945152862894,177536300.0
2007-03-01,SPY,111.576801268989,112.513680482822,113.106241077004,110.543836601763,212828600.0
2007-03-02,SPY,112.145340900199,111.040298930518,112.633800511974,111.032296213538,162574000.0
2007-03-05,SPY,110.447738336336,109.983312499567,111.768986589314,109.967294253574,143750400.0
2007-03-06,SPY,111.128382467684,111.86507284346,112.201387144627,110.279586791017,143333300.0
2007-03-07,SPY,111.776989306294,111.752968343321,112.473652484387,111.624844796438,115144900.0
2007-03-08,SPY,112.537701445794,112.697861484663,113.034176586583,112.161359146192,117891600.0
2007-03-09,SPY,113.154284604452,112.729886766119,113.242367340866,112.169362663923,107765100.0
2007-03-12,SPY,112.441615191649,112.898049521968,113.178305567425,112.233424437365,80366900.0
2007-03-13,SPY,112.249430672076,110.70398462935,112.721883248388,110.53582107275,190605200.0
2007-03-14,SPY,110.848114410945,111.528758542293,111.592820315734,109.502856405524,231853800.0
2007-03-15,SPY,111.280526977539,111.680903052148,112.09729737275,111.144400713677,132435900.0
2007-03-16,SPY,111.99647901671,111.369408864598,112.253744523675,111.039791428362,121531600.0
2007-03-19,SPY,111.956279748742,112.711982252367,112.816498098061,111.867845861259,96161200.0
2007-03-20,SPY,112.615513817276,113.331017052933,113.395333630659,112.519045382185,82147400.0
2007-03-21,SPY,113.435532898627,115.19614474712,115.485562915388,113.210431308085,152368700.0
2007-03-22,SPY,115.348895212328,115.107711663575,115.509680225145,114.79417618555,118942200.0
2007-03-23,SPY,115.188110199511,115.276543283057,115.614196070838,115.083594353818,74416800.0
2007-03-26,SPY,115.364977170539,115.123793621786,115.485562915388,114.231422611164,113787500.0
2007-03-27,SPY,115.059477044061,114.850458215667,115.09164176442,114.472606159917,99864600.0
2007-03-28,SPY,114.271621879132,114.014368431225,114.536922737643,113.564153995021,152907900.0
2007-03-29,SPY,114.593191904765,114.134954176073,114.649473934882,113.507884023961,139432700.0
2007-03-30,SPY,114.352020415069,114.15907148583,114.834375453519,113.001400420635,128194100.0
2007-04-02,SPY,114.287704641281,114.287704641281,114.528888190034,113.741020966049,79416400.0
2007-04-03,SPY,114.938891299212,115.51772683181,115.750863773898,114.890657483635,82417800.0
2007-04-04,SPY,115.51772683181,115.646359987261,115.726746464141,115.09164176442,63995200.0
2007-04-05,SPY,115.501644873599,115.959894661348,116.120679674165,115.453411058022,46822800.0
2007-04-09,SPY,116.289500038527,116.120679674165,116.410097842432,115.887531476957,50967400.0
2007-04-10,SPY,116.032246590619,116.257348181161,116.450297110401,115.984011971105,56620000.0
2007-04-11,SPY,116.426179800644,115.78302769032,116.458332461946,115.397129027905,106365700.0
2007-04-12,SPY,115.557926099778,116.29754744913,116.506566277523,115.236344015089,115534400.0
2007-04-13,SPY,116.490484319312,116.828148362213,116.828148362213,116.056363900377,84287000.0
2007-04-16,SPY,117.238152275329,117.937573552775,118.066206708226,117.230116923783,83064600.0
2007-04-17,SPY,118.154639791771,118.251108226862,118.500327127161,117.897374284806,108424100.0
2007-04-18,SPY,117.857187075895,118.395823340524,118.741510675914,117.833069766138,88345300.0
2007-04-19,SPY,117.816987807927,118.363659424102,118.500327127161,117.664238146656,102947700.0
2007-04-20,SPY,119.159561195696,119.481131221329,119.481131221329,118.210908958894,124114100.0
2007-04-23,SPY,119.280146940544,119.030928844182,119.569565108811,118.958576914911,77270800.0
2007-04-24,SPY,119.167596547241,119.079162659759,119.304264250301,118.436022608493,114471000.0
2007-04-25,SPY,119.569565108811,120.172517951166,120.317233064828,118.998776182879,108418800.0
2007-04-26,SPY,120.180564557831,120.309185654225,120.42978345813,119.867029883744,88741600.0
2007-04-27,SPY,119.858982473141,120.212717219134,120.381548838616,119.657998192357,108191100.0
2007-04-30,SPY,120.30115030268,119.215830362818,120.381548838616,119.151526648087,100874100.0
2007-05-01,SPY,119.320346208512,119.521330489297,120.16448259962,118.717393366157,134342700.0
2007-05-02,SPY,119.706232811871,120.220751766743,120.550369202979,119.585647067022,87129800.0
2007-05-03,SPY,120.56645116119,120.871951287669,120.91213849658,120.373502231951,86569700.0
2007-05-04,SPY,121.193521313302,121.330189016361,121.490974029178,120.767435441975,96409000.0
2007-05-07,SPY,121.298037158996,121.354306326118,121.555290606903,121.241755932816,63461400.0
2007-05-08,SPY,121.056853610242,121.193521313302,121.330189016361,120.695084316641,80584000.0
2007-05-09,SPY,121.105087425819,121.523138749538,122.857676785761,120.888021186823,102070100.0
2007-05-10,SPY,121.17743935509,120.252916487103,121.410587552298,120.003697586804,153617800.0
2007-05-11,SPY,120.389584190162,121.281955200784,121.338224367907,120.365466880405,113408900.0
2007-05-14,SPY,121.281955200784,121.016654342274,121.63568914284,120.421736047528,108027500.0
2007-05-15,SPY,121.153322045333,121.048818258696,121.925107311107,120.743318132218,180673300.0
2007-05-16,SPY,121.23372058127,121.876872691593,121.90099000135,120.896068597426,114166500.0
2007-05-17,SPY,121.700005720565,121.63568914284,122.166290859861,121.482939481569,101132800.0
2007-05-18,SPY,122.206478068772,122.696879713887,122.696879713887,122.045693055956,99182000.0
2007-05-21,SPY,122.664727856522,122.632563136162,123.18728216294,122.600411278796,174664600.0
2007-05-22,SPY,122.761196291613,122.536094701071,123.131012995817,122.503942843705,82148800.0
2007-05-23,SPY,122.962180572398,122.552176659282,123.404348401936,122.487860885494,133786600.0
2007-05-24,SPY,122.624528588553,121.442740213601,123.171212263785,121.185485961756,187593000.0
2007-05-25,SPY,121.796474155657,121.949223816927,122.214524675438,121.539208648692,83309200.0
2007-05-29,SPY,122.150208097712,122.391391646465,122.600411278796,121.756274887688,82020000.0
2007-05-30,SPY,121.764322298291,123.388266443725,123.436500259302,121.667841000206,129013600.0
2007-05-31,SPY,123.541016104995,123.259645347331,123.717883076023,123.098848275457,114866700.0
2007-06-01,SPY,123.709848528414,123.870633541231,124.127886989139,123.412383753482,107771700.0
2007-06-04,SPY,123.436500259302,123.886715499442,124.119851637593,123.388266443725,78008800.0
2007-06-05,SPY,123.597297331175,123.39631305039,123.725918427569,122.889829447064,126917900.0
2007-06-06,SPY,122.889829447064,122.069809561776,122.962180572398,121.997458436441,164096800.0
2007-06-07,SPY,121.844708775171,119.867029883744,122.600411278796,119.834865967322,232414600.0
2007-06-08,SPY,120.252916487103,121.426657451452,121.547255255357,119.858982473141,175886000.0
2007-06-11,SPY,121.338224367907,121.63568914284,122.158243449258,121.153322045333,102015600.0
2007-06-12,SPY,121.129204735576,120.309185654225,121.828626013022,120.228799177346,233898000.0
2007-06-13,SPY,120.992537032517,122.110008829744,122.254723943406,120.365466880405,193208200.0
2007-06-14,SPY,122.24667733674,122.889829447064,123.098848275457,122.222560026983,146396500.0
2007-06-15,SPY,123.642554134759,123.586043819325,124.06239706791,123.472998966983,154030800.0
2007-06-18,SPY,123.836330777318,123.440708511567,123.84439975795,123.255014575144,88537500.0
2007-06-19,SPY,123.166201693557,123.747517895731,123.836330777318,123.012797405167,110851700.0
2007-06-20,SPY,123.997804853723,122.027789149227,123.997804853723,121.88246675959,177119700.0
2007-06-21,SPY,121.979348621809,122.705988021003,122.810951781975,121.309219538048,205262000.0
2007-06-22,SPY,122.334598533391,121.551436708026,122.536444156582,120.986271385237,204964700.0
2007-06-25,SPY,121.301149750033,120.970120505852,122.116602030814,120.316142301477,232014400.0
2007-06-26,SPY,121.276929890015,119.72674420055,121.478775513207,119.718675219918,198445700.0
2007-06-27,SPY,119.597572690298,121.430322067668,121.567587587411,119.541050264127,213638000.0
2007-06-28,SPY,121.41418329902,121.41418329902,122.245786459187,120.840936077479,157705000.0
2007-06-29,SPY,121.834013314051,121.454542735069,122.439550183625,120.421093951711,199701800.0
2007-07-02,SPY,121.809792646651,122.55258292523,122.657546686202,121.729061663817,103357000.0
2007-07-03,SPY,122.867462097409,122.996645718399,123.125830146771,122.714069112373,54048400.0
2007-07-05,SPY,123.0450870532,122.867462097409,123.174271481572,122.423411414978,89279000.0
2007-07-06,SPY,123.028948284552,123.513370513769,123.666774802159,122.665616474217,81109000.0
2007-07-09,SPY,123.658705821527,123.610264486726,123.820179897932,123.222712008991,72348100.0
2007-07-10,SPY,122.956274171613,121.850164193437,123.214643028358,121.729061663817,180362600.0
2007-07-11,SPY,121.712910784431,122.714069112373,122.762510447174,121.527216040625,175607600.0
2007-07-12,SPY,123.020866385799,124.651782250716,124.942440755494,122.996645718399,133882500.0
2007-07-13,SPY,124.797117558474,125.023183849066,125.515687977035,124.651782250716,111794300.0
2007-07-16,SPY,125.13621659067,125.00703296968,125.572198292469,124.805187346489,98378700.0
2007-07-17,SPY,125.087763952515,124.942440755494,125.531826745683,124.885918329323,126201300.0
2007-07-18,SPY,124.522598629726,124.716374464902,124.98281230228,123.771738563131,237887400.0
2007-07-19,SPY,125.305760455091,125.200808804857,125.572198292469,124.942440755494,145212700.0
2007-07-20,SPY,125.055473497099,123.933212639537,125.13621659067,123.392267984149,245502500.0
2007-07-23,SPY,124.48222708294,124.312683218519,124.918220088094,123.771738563131,121183900.0
2007-07-24,SPY,123.626403255374,122.1569735776,124.562970176512,121.720980572447,256732400.0
2007-07-25,SPY,122.738289779774,122.407260535592,123.037017265185,121.309219538048,265214500.0
2007-07-26,SPY,121.260778203248,119.508759808711,121.753282331217,118.19272230859,467592500.0
2007-07-27,SPY,119.662164904484,117.159274332615,120.195027661119,117.110832997814,422987600.0
2007-07-30,SPY,117.821321517623,118.992035820723,119.339204640935,117.304596722253,283017500.0
2007-07-31,SPY,119.759046766703,117.651777653202,120.671393020441,117.102751099062,316976700.0
2007-08-01,SPY,117.215784648049,118.225012764006,118.693296224575,116.222707411477,467670000.0
2007-08-02,SPY,118.491450601384,119.169660776514,119.298833094149,117.280376862235,294758400.0
2007-08-03,SPY,118.911292727152,116.101604881857,119.153509897129,115.617170541903,359398200.0
2007-08-06,SPY,116.432634933421,118.047399918952,118.547973027555,115.076225886515,324980000.0
2007-08-07,SPY,117.829402608993,119.306914185519,120.299991422091,117.256156194835,232568700.0
2007-08-08,SPY,119.82363898089,120.970120505852,121.583726356059,118.95973325457,274930600.0
2007-08-09,SPY,119.032395256772,117.385339815825,120.259619875306,117.304596722253,357622100.0
2007-08-10,SPY,116.577957323059,116.836326179804,118.281535190177,115.552578327716,411018400.0
2007-08-13,SPY,118.281535190177,117.256156194835,118.596413554973,117.086612330414,181917200.0
2007-08-14,SPY,117.635626773817,115.463766253512,117.926285278595,115.229630174905,264134500.0
2007-08-15,SPY,115.229630174905,113.873221127999,116.634480556612,113.534122095802,323834000.0
2007-08-16,SPY,112.863993012042,114.729057066303,115.407255130696,110.611401508903,546743700.0
2007-08-17,SPY,117.474152697411,116.836326179804,117.724439655404,114.155809844762,388218100.0
2007-08-20,SPY,117.207714860034,116.77980294625,117.449932030011,115.689831736722,187320400.0
2007-08-21,SPY,116.747513298217,117.013939024857,117.853623276394,116.376111699867,157066400.0
2007-08-22,SPY,117.885913731809,118.402637719797,118.523752360154,117.336899288406,173156700.0
2007-08-23,SPY,118.95973325457,118.297686069562,119.210020212563,117.562965578998,203915300.0
2007-08-24,SPY,118.265384310792,119.759046766703,119.759046766703,118.103910234386,128901900.0
2007-08-27,SPY,119.371506399706,118.644854889774,119.759046766703,118.467229933983,113024300.0
2007-08-28,SPY,118.007028372167,116.037012667671,118.079689566986,115.827098063847,219790700.0
2007-08-29,SPY,116.561806443674,118.31382483821,118.475311025353,116.23078931023,207654200.0
2007-08-30,SPY,117.433781150626,117.998946473414,118.83863072495,117.320748409021,191817300.0
2007-08-31,SPY,119.210020212563,119.161578877762,119.896300175708,118.547973027555,185477500.0
2007-09-04,SPY,119.048546136157,120.364583636278,121.091223035472,119.008174589371,120062000.0
2007-09-05,SPY,119.654083005731,119.323052954167,119.783267434104,118.68522643656,166261800.0
2007-09-06,SPY,119.45223738254,119.597572690298,119.985113057295,118.782108298779,127878400.0
2007-09-07,SPY,118.265384310792,117.934366369965,118.596413554973,117.280376862235,235447600.0
2007-09-10,SPY,118.297686069562,117.708287968636,118.459160145968,116.52951679564,192305900.0
2007-09-11,SPY,118.07161977897,119.080847894928,119.250391759348,117.982807704766,162081900.0
2007-09-12,SPY,118.919361707785,119.387645168354,119.847858840908,118.669075557175,149554600.0
2007-09-13,SPY,119.936671722494,120.227330227272,120.663311121688,119.654083005731,154079000.0
2007-09-14,SPY,119.460319281292,120.21924832852,120.37265261691,119.282693518119,121911000.0
2007-09-17,SPY,119.742895887318,119.573352022897,120.017402705328,119.193881443915,109870800.0
2007-09-18,SPY,120.162738013086,123.093540498738,123.125830146771,119.597572690298,263759500.0
2007-09-19,SPY,123.860551444718,123.820179897932,124.651782250716,123.29538612193,193779900.0
2007-09-20,SPY,123.804028211165,122.94820519098,123.876690213366,122.810951781975,175186800.0
2007-09-21,SPY,123.878720872461,123.278426245287,124.211304113146,123.091852943081,141457500.0
2007-09-24,SPY,123.643464881926,123.051290390558,123.967953134077,122.783592794508,139450200.0
2007-09-25,SPY,122.337429052822,122.807927243453,123.026955941613,122.061622677799,142289900.0
2007-09-26,SPY,123.505562100015,123.45689157972,123.927390581554,122.807927243453,135547000.0
2007-09-27,SPY,124.040958914519,124.186968852999,124.195088988806,123.45689157972,102713300.0
2007-09-28,SPY,123.992288394225,123.773260507267,124.268093958046,123.286534213058,133372100.0
2007-10-01,SPY,123.789487799643,125.168529409189,125.533568045828,123.708362694597,148162300.0
2007-10-02,SPY,125.420000524065,124.998171231324,125.452442940781,124.771036187798,112978800.0
2007-10-03,SPY,124.771036187798,124.74670092765,125.257762482007,124.122071851531,119055900.0
2007-10-04,SPY,125.014399334903,124.94139355446,125.136074824437,124.592570042162,76864400.0
2007-10-05,SPY,125.760703900557,126.4258955292,126.628696123782,125.436227816441,134579700.0
2007-10-08,SPY,126.052736756754,125.752595932786,126.133861861801,125.549795338204,71280400.0
2007-10-09,SPY,126.223094934619,126.936944915521,126.953172207897,125.760703900557,94054300.0
2007-10-10,SPY,126.580013435451,126.726036353169,126.904501687603,126.068964860332,101711100.0
2007-10-11,SPY,127.301983552161,126.117634569425,127.780601878599,125.363209867963,233529100.0
2007-10-12,SPY,126.109527412856,126.815269425987,126.831496718363,125.955396527367,124546700.0
2007-10-15,SPY,126.766598905692,125.744476608181,126.839604686134,124.87649574179,161151900.0
2007-10-16,SPY,125.257762482007,124.74670092765,125.346994743623,124.495229812774,166525700.0
2007-10-17,SPY,125.720141348034,125.127966856666,125.809373609649,123.684027434449,216687300.0
2007-10-18,SPY,124.479002520398,124.673695147208,125.079296336371,124.17886169643,148367500.0
2007-10-19,SPY,124.186968852999,121.412658341531,126.936944915521,121.404551184962,297169900.0
2007-10-22,SPY,120.755586848695,122.118400354662,122.296866500299,120.593348806637,261989800.0
2007-10-23,SPY,122.864717899555,123.108068878624,123.262198952911,121.883157343365,180085100.0
2007-10-24,SPY,122.661917304974,122.880933023895,123.091852943081,120.739358745117,326694200.0
2007-10-25,SPY,123.018835805806,123.172965880092,123.538004516732,121.583016519396,237374500.0
2007-10-26,SPY,124.162634404054,124.616905302309,124.616905302309,123.221636400387,176484000.0
2007-10-29,SPY,124.868376417185,125.030626627279,125.282096930952,124.560127625445,106841000.0
2007-10-30,SPY,124.479002520398,124.162634404054,124.722365667503,124.008503518565,132981600.0
2007-10-31,SPY,124.908938969708,125.452442940781,125.955396527367,123.984168258418,220954400.0
2007-11-01,SPY,124.349206895057,122.515894387256,124.446560103682,122.158962907186,333040800.0
2007-11-02,SPY,122.921495576419,122.653797169167,123.302761505434,121.039512548323,331228200.0
2007-11-05,SPY,121.388323081384,121.720919301307,122.62135475245,120.844819110311,226841000.0
2007-11-06,SPY,122.377991605346,123.359551350333,123.391994578252,121.599231643737,177800500.0
2007-11-07,SPY,122.037287417651,119.984947022893,122.597019492303,119.692913355494,306639700.0
2007-11-08,SPY,120.049844024362,119.376545239149,120.382428076249,117.681134702057,374509900.0
2007-11-09,SPY,118.184076120607,117.73791237892,119.684793219687,117.535111784339,277745100.0
2007-11-12,SPY,117.794703035022,116.569779331727,118.930381497463,116.569779331727,243087800.0
2007-11-13,SPY,117.924485681126,120.122849804804,120.309423107009,117.802810191591,191117400.0
2007-11-14,SPY,121.047619704892,119.790253584881,121.193630454574,119.068284279374,230558800.0
2007-11-15,SPY,118.897938269545,118.062388463036,119.644242835199,117.234970960371,263111100.0
2007-11-16,SPY,118.687018350359,118.265189057618,118.816813164498,117.275533512894,308770600.0
2007-11-19,SPY,117.851480711886,116.618449852022,117.916378524557,116.156070174793,267746000.0
2007-11-20,SPY,116.829369771208,117.332311189758,118.054281306467,115.279970795,414767500.0
2007-11-21,SPY,116.066837913178,114.931147282701,116.740137509592,114.92303931493,259012400.0
2007-11-23,SPY,116.058729945406,116.918602844026,117.088948042653,115.758576953402,77688400.0
2007-11-26,SPY,117.161953823095,114.338972791333,117.52700462777,114.103729780035,214232000.0
2007-11-27,SPY,114.979829159829,115.653128756244,116.188513402712,114.338972791333,293897900.0
2007-11-28,SPY,116.967272553119,119.352209979002,119.628015542823,116.926710000595,258596900.0
2007-11-29,SPY,118.938488654032,119.39276036349,119.830816137404,118.516672340529,199409900.0
2007-11-30,SPY,120.901596787175,120.593348806637,121.574896383589,119.51444802106,222908000.0
2007-12-03,SPY,120.21208206642,119.798361552652,120.422990628772,119.481992625105,146430400.0
2007-12-04,SPY,118.970944049987,118.727580902882,119.684793219687,118.687018350359,136533900.0
2007-12-05,SPY,120.001162147234,120.715024296172,121.031392412516,119.920049210223,171130000.0
2007-12-06,SPY,120.56901354649,122.442888606814,122.661917304974,120.520343026195,154457400.0
2007-12-07,SPY,122.832262503601,122.418554157869,122.897160316271,122.126520490469,148980100.0
2007-12-10,SPY,122.718694981837,123.367659318105,123.505562100015,122.377991605346,123914300.0
2007-12-11,SPY,123.416329027197,119.984947022893,124.024730810941,119.920049210223,250346400.0
2007-12-12,SPY,122.540229647403,121.169295194427,123.116188203229,119.408987655866,322435600.0
2007-12-13,SPY,120.317542431614,120.917824890753,121.185522486803,119.490112760913,237551300.0
2007-12-14,SPY,120.001162147234,119.384652395718,120.950279475505,119.327874718855,159152900.0
2007-12-17,SPY,118.930381497463,117.681134702057,119.141289248614,117.510777335394,177269400.0
2007-12-18,SPY,118.516672340529,118.338207006095,118.824921132269,116.780700062116,245569300.0
2007-12-19,SPY,118.386876715188,118.338207006095,119.15751654099,117.575674336863,198917200.0
2007-12-20,SPY,119.116953988466,119.08451157175,119.133182092045,117.770355606839,214813800.0
2007-12-21,SPY,120.172346705663,120.792094200529,121.028567977557,119.944022500961,146084400.0
2007-12-24,SPY,121.354753916787,121.689078012092,121.892939637224,121.077493136696,45601400.0
2007-12-26,SPY,121.216117410893,121.950026600387,122.056026490991,121.093805328492,67093100.0
2007-12-27,SPY,121.517840770553,120.416983102161,121.525991158326,120.131584165994,122981700.0
2007-12-28,SPY,121.126417480388,120.115271974198,121.183505258997,119.789086034968,116398100.0
2007-12-31,SPY,119.952185120431,119.226438550407,120.368058758468,119.10411423631,108126800.0
2008-01-02,SPY,119.487374907005,118.18265561348,119.862485189927,117.326446573283,204935600.0
2008-01-03,SPY,118.166355653381,118.125580882015,118.639315439134,117.481383039276,125133300.0
2008-01-04,SPY,116.886098123979,115.230743358799,116.967647666711,114.904569651266,232330900.0
2008-01-07,SPY,115.638466609063,115.132893040521,115.980952508392,114.244059616731,234991000.0
2008-01-08,SPY,115.858640425992,113.273676650209,116.527300032853,112.890415164068,326365700.0
2008-01-09,SPY,113.420450496733,114.464221201963,114.806707101292,112.286980676444,301824900.0
2008-01-10,SPY,113.901561485705,115.214430351556,116.445762721819,113.648774701434,335701200.0
2008-01-11,SPY,114.798557528965,114.2848221564,115.711853532325,113.347063573471,267076600.0
2008-01-14,SPY,115.108431276399,115.20628077923,115.679241380429,114.488683781532,170365500.0
2008-01-15,SPY,113.991260600763,112.670241347139,115.37752943702,112.45006753021,239940100.0
